,% Smokers,% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Driving Deaths with Alcohol Involvement,Chlamydia Rate,Teen Birth Rate,Primary Care Physicians Rate,Dentist Rate,Mental Health Provider Rate,% With Annual Mammogram,% Vaccinated,% Fair or Poor Health,% Low birthweight,% Completed High School,% Some College,% Unemployed,% Children in Poverty,Income Ratio,Violent Crime Rate,Social Association Rate,Average Daily PM2.5,Injury Death Rate,Presence of Water Violation,% Severe Housing Problems,% Drive Alone to Work,% Long Commute - Drives Alone,% Less Than 18 Years of Age,% 65 and Over,% Black,% Asian,% Native Hawaiian/Other Pacific Islander,% American Indian & Alaska Native,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Homeowners,% Broadband Access,% Enrolled in Free or Reduced Lunch,Median Household Income,% Insufficient Sleep,% Limited Access to Healthy Foods,% Food Insecure,% Adults with Diabetes,% Frequent Mental Distress,% Frequent Physical Distress,Life Expectancy,Cig Tax Rate
0,20.334360305560786,33.09243436352349,8.07703069596986,24.914900581002147,65.96733194539999,19.620265449416298,28.928214260424156,403.1133061508276,25.633257481193663,57.03892107826443,49.60691226939748,173.1545216008723,41.721131259614474,45.35032244405091,18.665643506373385,8.401306846223447,88.62196333582635,60.09560290170432,2.679372339490674,17.981290132297502,4.423177845026745,260.88610979384947,13.27541286130451,6.601853245576739,85.50276635427026,-0.5808238149835651,12.786907058515082,79.71974179743317,31.529664685151563,21.392183630477067,18.963009313736173,9.247554388839319,2.3648955668671627,-0.4529585037573189,2.30511161230696,8.965423888084597,76.1884514006157,0.3695579176902719,71.29224396385116,76.73670975726762,52.52658568225756,56681.36339269037,36.19266564003641,7.361735795055539,12.260529570761047,10.71872823554028,14.196496411093332,12.121884869347863,78.3565617274289,-0.30935958545433495
1,19.859432648896828,32.96116466461497,9.255236981259053,26.24727461516808,67.11416447635116,20.200386010652064,27.360705064093807,402.4155835059805,27.04306983213223,55.0194296482157,48.611111138634264,172.67106171717987,40.31157352586011,44.13279215907766,19.15106454451918,7.379392347847423,86.64299896063247,58.42232455559608,2.7471331634336815,18.540776900532133,3.7895116198841,260.8213741595278,10.930797893909396,7.444034673490033,86.00528363974064,0.7958227059616507,14.11117863611517,78.58032053907861,32.59191978009379,21.62322954195978,19.213811955112337,8.609621794396187,2.102971705722206,1.4366072570461519,0.5540078714162204,11.02710514922211,75.84116387866209,3.0109391553322498,71.21695236189775,76.83752431433615,54.62342924216039,56681.70996497144,35.44163096610851,6.156916205301497,11.492595519739881,10.211364123007789,13.520661273462828,12.464128128847003,79.61752267636845,1.2659564168434791
2,19.694455888611664,31.823051701779622,7.691365352189884,24.360387831277265,67.54656634642463,20.716795241260893,27.27145086516011,402.30071858309043,26.074772664901854,57.85868490166841,50.14597771277782,172.16340918305917,40.87457149711085,45.194126114875516,18.47157437773951,7.345460764046599,88.63795837296425,60.19692902206852,2.677246868188517,18.69469652699215,4.773007027618345,260.39268052760383,11.487901501037777,6.418977478958322,86.04798301469637,0.5153702024716356,14.173959843391827,79.5717663195471,31.07846613901853,22.662479081838118,19.46983145814217,8.155134233514687,2.0167497325722636,1.2632848037887503,1.6390021617002635,9.746762474256046,76.74876310759801,2.0700293699321555,71.17227779561983,77.42982239331216,52.46902674740088,56681.88796021007,34.90553230386522,7.856623055114577,12.625232738842344,10.981359590822796,13.733018927039158,12.42655616740082,79.28070713552923,0.03589319299666696
3,22.1331145557306,35.639420699665514,8.112203183675836,27.787289678157343,66.1230033451337,19.179236113973268,27.87898119031963,402.5440039731191,26.118863520084645,54.24143098893504,48.110758102298384,170.77169056894354,42.07538353010007,44.623902740469994,20.449978937696752,9.253565207152171,86.56006822696068,57.82239647740395,5.028330856719027,19.893848690994854,4.798240165048439,260.39067643052346,11.126415542139805,9.28646638574255,86.258647703034,0.9837810461124009,13.483325189176172,82.38133392723154,33.45339713208344,22.09480157771693,18.92809083417356,9.409475879859459,1.6881284023843723,-0.2590266281693137,2.9998015403576677,8.76917194428291,75.98882061396039,0.7665136161830591,72.60016467464706,75.83950495001264,54.14737856316871,56680.481242474314,37.665436929146196,6.258416918821363,13.206658035283086,13.329670361381364,16.036495421904185,14.106386622496677,77.7428287523066,0.8921614642915197
4,19.361109495857544,33.82736224212365,8.299908857621878,26.33865104848946,66.91967988313309,19.15202145085083,28.92852424739029,403.0514532121633,26.87874254622157,55.05666549746245,49.489722816682175,172.53506662309584,41.83682099376451,44.38715034079957,18.87821304686098,9.030596547602084,88.50982236483804,59.73428081565692,2.2679181585998833,17.92734481203609,2.2229178187804557,259.99678118683914,10.248365773621229,7.377291296608718,85.99366295440743,0.7577843553503225,13.117274210032416,82.30261629427602,31.90148966182799,22.66689708148014,18.462262123217837,8.919281604848585,1.7374930425517963,0.15444513325403356,2.0902830766601905,10.316197087073723,75.70686049147544,0.9432930040408091,71.32269163960889,77.03551200013204,53.15268160073375,56681.65111181771,35.31603619508966,6.658713272404946,12.461776266188712,12.17886931222109,13.666740368790132,12.648878513393841,77.69052859953487,-2.0462452918180443
5,19.71454031967714,32.75491138474068,8.775590102015208,26.15602257991102,65.92298038297794,19.664834406547627,26.84419522475171,402.59804680616475,27.191541394263318,54.831490883125895,48.93352943599094,171.52631738974685,41.46088173964482,44.51393625834865,19.003551918955555,7.465946688968841,86.87938811693525,57.81816680447428,3.7063735826320263,18.324562290498356,3.120791454191761,262.6812390400202,12.032093284134046,7.725292433645566,86.10822118932373,0.1823085285857307,13.144937594694662,81.52954682540951,32.2240871645541,22.88080573352608,18.991730896727084,9.267891322918743,2.2540032928177336,0.2448721764733147,1.0356953526352097,10.663888844622553,75.53501972418553,3.420372421458154,72.59442730134313,77.35490971548853,53.56835075971187,56682.26848234696,35.770263439571345,6.631145766834243,11.917612236933678,11.959663461424661,13.553288367720743,12.34583905404918,79.09386551409285,1.445026086394424
6,22.572594778666748,35.667978715041386,4.035476288302913,29.00180218383261,66.64671103613816,16.036361981539635,26.016353247043718,405.6652518846277,29.720526411998407,54.30526139701346,49.19139359246789,172.75011629285382,39.180507869978165,44.19111692946314,23.845905223191483,11.29938452826287,84.55364661849102,56.48951272592048,7.264260261693263,22.629137835657904,6.050412749449005,263.7018426131898,9.323654280241252,8.056604273204998,86.35551283793555,1.6253785906902918,16.12439952081744,79.7821520491663,32.42675186340232,21.544489271472628,17.848273224329798,10.81570392977367,1.6047340542968875,1.2658081324692292,1.9915168867149131,11.591121469682038,73.44811402711936,2.798099623636479,69.32748871046026,75.126121714399,56.468449372895556,56677.61676748064,40.11905820214115,9.378216626226667,16.711047854822414,15.088561320627315,18.172453069909167,17.39842391282994,74.8469508837939,1.1342366357998626
7,21.098529179909193,32.3074541921323,7.18343158905791,26.532158428692064,66.78980273826099,18.079435407129452,27.40691656326431,404.4081003238375,27.006522430282754,55.599867209093205,49.570510448463736,175.62727807121843,40.624901316488035,44.11937101743975,20.93349877356727,7.770102753057794,85.86757409820505,57.84381526176395,5.373126111803405,19.381629952369735,6.928046243353646,261.58913441756425,10.06651250911419,8.436558271433231,86.0517891876651,0.3203744929282935,16.41844202490235,78.63910429333151,32.193355714926135,22.273962892499625,17.21399808477978,8.244919225979292,2.652713729593894,1.0841960010474623,3.3238640465951503,11.282886094138942,74.8658644896844,2.9765588678524364,69.10878927573263,76.11364219714088,54.010580526160304,56680.88004335161,36.89979011577322,6.8543285479372065,14.165713267945293,10.534647187505676,15.819052085089234,14.716723576940733,77.62573951549292,1.4569734819610252
8,21.217394591313234,33.28542310496765,8.493906445076325,24.844051962084873,65.39335333058551,18.58566942421651,28.640671014157576,401.5055986215987,26.948694734752625,55.27629176606858,46.86027487318376,171.84727994224644,41.542425585699725,43.77241523401835,19.750248725234773,8.719224870412914,86.52710980375127,57.58749069395247,3.096454936755462,18.800432140347016,4.061974215147809,260.43188661186275,10.615412924129249,6.995787191623238,86.99431624877478,0.2567139529753301,13.69270785730125,79.89904452275677,32.839887800248455,22.527406495947346,20.007527041130036,8.67983041414969,1.6180451861274534,-1.4310378833511626,3.210040925953204,10.470436222752173,75.49768690301958,2.2989143792152165,72.85658158536917,75.55179622674682,52.962243063899614,56681.12479686674,36.49012098530771,6.850433229689329,12.07192584171042,10.736566626496957,14.785790256333838,13.460860236221675,78.78293828491623,0.08445077021599363
9,21.198374910991404,34.92341168943264,6.908787465644904,26.556287320151426,66.19184393207743,18.523123662021987,27.262244496160953,403.867254671616,27.554091500432925,55.71349458143923,48.71329344076269,173.95414105070432,41.866760742240444,43.57081288923232,20.307786451533943,7.939231686766827,86.26609566503957,58.54406567477613,3.092584172547683,20.498859367338586,3.883171635158362,261.85412917474235,10.514034385033103,7.945298308824039,86.0929710913486,-0.6338638613832722,14.035593623232176,80.87113523337787,30.98826192324026,22.69494912537219,18.380270283898287,9.434805174563305,1.6391967018090132,1.2370594859920094,2.336081133185237,9.719876850018503,75.60876195885413,2.7210424864980354,70.1675583784813,76.50594210733435,54.9084716837261,56679.96241216796,36.43872365035228,8.483773993524649,13.258568836256227,13.20439950112775,15.212059089698073,14.072739396109535,77.26040890498105,-0.8632435876563861
